id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35284253,青春变形记,,https://dou.img.lithub.cc/movie/35284253.jpg,2022-03-11(美国网络),https://movie.douban.com/subject/35284253/,8,"喜剧,动画,奇幻",4,,,2023-02-01 10:57:03,2022 / 美国 / 喜剧 动画 奇幻 冒险 / 石之予 / 姜晋安 吴珊卓
4864908,影,,https://dou.img.lithub.cc/movie/4864908.jpg,2018-09-30(中国大陆),https://movie.douban.com/subject/4864908/,7.2,"剧情,动作,武侠",4,,,2023-02-01 10:56:39,2018 / 中国大陆 中国香港 / 剧情 动作 武侠 古装 / 张艺谋 / 邓超 孙俪
30441731,东城梦魇 第一季,,https://dou.img.lithub.cc/movie/30441731.jpg,2021-04-18(美国),https://movie.douban.com/subject/30441731/,8.8,"剧情,悬疑,犯罪",4,,,2023-02-01 10:54:04,2021 / 美国 / 剧情 悬疑 犯罪 / 克雷格·佐贝尔 / 凯特·温斯莱特 埃文·彼得斯
27119724,小丑,,https://dou.img.lithub.cc/movie/27119724.jpg,2019-08-31(威尼斯电影节),https://movie.douban.com/subject/27119724/,8.7,"剧情,惊悚,犯罪",4,,,2023-01-31 23:28:54,2019 / 美国 加拿大 / 剧情 惊悚 犯罪 / 托德·菲利普斯 / 华金·菲尼克斯 罗伯特·德尼罗
3001114,沙丘,,https://dou.img.lithub.cc/movie/3001114.jpg,2021-10-22(美国/中国大陆),https://movie.douban.com/subject/3001114/,7.7,"剧情,科幻,冒险",5,,,2023-01-31 23:28:14,2021 / 美国 / 剧情 科幻 冒险 / 丹尼斯·维伦纽瓦 / 提莫西·查拉梅 丽贝卡·弗格森
6424756,新蝙蝠侠,,https://dou.img.lithub.cc/movie/6424756.jpg,2022-03-18(中国大陆),https://movie.douban.com/subject/6424756/,7.2,"剧情,动作,悬疑",4,,,2023-01-31 23:26:50,2022 / 美国 / 剧情 动作 悬疑 犯罪 / 马特·里夫斯 / 罗伯特·帕丁森 佐伊·克罗维兹
30314848,瞬息全宇宙,,https://dou.img.lithub.cc/movie/30314848.jpg,2022-03-11(西南偏南电影节),https://movie.douban.com/subject/30314848/,7.6,"喜剧,奇幻,冒险",4,,,2023-01-31 23:25:19,2022 / 美国 / 喜剧 奇幻 冒险 / 关家永 丹尼尔·施纳特 / 杨紫琼 许玮伦
35284237,银河护卫队：假日特辑,,https://dou.img.lithub.cc/movie/35284237.jpg,2022-11-25(美国网络),https://movie.douban.com/subject/35284237/,7.9,"喜剧,动作,科幻",4,,,2023-01-31 23:24:47,2022 / 美国 / 喜剧 动作 科幻 冒险 / 詹姆斯·古恩 / 克里斯·帕拉特 庞·克莱门捷夫
35215390,狙击手,,https://dou.img.lithub.cc/movie/35215390.jpg,2022-02-01(中国大陆),https://movie.douban.com/subject/35215390/,7.7,"剧情,历史,战争",4,,,2023-01-31 23:24:27,2022 / 中国大陆 / 剧情 历史 战争 / 张艺谋 张末 / 陈永胜 章宇
35372415,套装,,https://dou.img.lithub.cc/movie/35372415.jpg,2022-02-14(柏林电影节),https://movie.douban.com/subject/35372415/,7.9,"剧情,惊悚,犯罪",4,,,2023-01-31 23:24:02,2022 / 美国 / 剧情 惊悚 犯罪 / 格拉汉姆·摩尔 / 马克·里朗斯 西蒙·拉塞尔·比尔
30292777,阳光普照,,https://dou.img.lithub.cc/movie/30292777.jpg,2019-11-01(中国台湾),https://movie.douban.com/subject/30292777/,8.6,"剧情,家庭,犯罪",4,,,2023-01-31 23:23:26,2019 / 中国台湾 / 剧情 家庭 犯罪 / 钟孟宏 / 陈以文 柯淑勤
27622782,上载新生 第一季,,https://dou.img.lithub.cc/movie/27622782.jpg,2020-05-01(美国),https://movie.douban.com/subject/27622782/,8.3,"喜剧,科幻,悬疑",4,,,2023-01-31 23:20:32,2020 / 美国 / 喜剧 科幻 悬疑 / 格雷格·丹尼尔斯 杰弗里·布里茨 乔纳森·范塔勒肯 Kacie Anning David Rogers 戴纳·里德 / 罗比·阿梅尔 安迪·阿洛
34963448,终极名单 第一季,,https://dou.img.lithub.cc/movie/34963448.jpg,2022-07-01(美国),https://movie.douban.com/subject/34963448/,8.3,"剧情,动作,惊悚",4,,,2023-01-31 23:19:49,2022 / 美国 / 剧情 动作 惊悚 / 弗雷德里克·E·O·托耶 西尔维恩·怀特 迈克尔·巴塞特 安东尼·福奎阿 / 克里斯·帕拉特 吴恬敏
35125277,黑钱胜地 第四季,,https://dou.img.lithub.cc/movie/35125277.jpg,2022-01-21(美国),https://movie.douban.com/subject/35125277/,8.6,"剧情,惊悚,犯罪",5,,,2023-01-31 23:19:16,2022 / 美国 / 剧情 惊悚 犯罪 / 罗宾·怀特 / 杰森·贝特曼 劳拉·琳妮
